Name,Company,Address,Postal,City,State,Country
Corscale Gainesville - Bldg 2,Corscale,13760 University Blvd,20155,Gainesville,Virginia,USA
Corscale Gainesville Crossing,Corscale,13760 University Blvd,20109,Gainesville,Virginia,USA
Amazon AWS IAD - 719 Blackwell Road,Amazon AWS,719 Blackwell Rd,20186,Warrenton,Virginia,USA
NTT Gainesville Campus,"NTT DATA, Inc.",John Marshall Highway / Daves Store Lane,20155,Gainesville,Virginia,USA
Corscale Gainesville - Bldg 3,Corscale,13760 University Blvd,20155,Gainesville,Virginia,USA
Amazon AWS IAD - John Marshall Campus,Amazon AWS,15395-15475 John Marshall Hwy,20169,Haymarket,Virginia,USA
John Marshall Commons Tech Park,The BlackChamber Group,Catharpin Road / John Marshall,20155,Gainesville,Virginia,USA
GDC - VA12 Data Center,"NTT DATA, Inc.",John Marshall Highway / Daves Store Lane,20155,Gainesville,Virginia,USA
Project Turbo,"Project Turbo, LLC",2400 O'Kelly Rd,30507,Gainesville,Virginia,USA
Corscale Gainesville - Bldg 4,Corscale,13760 University Blvd,20155,Gainesville,Virginia,USA
Corscale Gainesville - Bldg 5,Corscale,13760 University Blvd,20155,Gainesville,Virginia,USA
Amazon AWS IAD - 15435 John Marshall,Amazon AWS,15435 John Marshall Hwy,20169,Haymarket,Virginia,USA
Amazon AWS IAD - 15475 John Marshall,Amazon AWS,15475 John Marshall Hwy,20169,Haymarket,Virginia,USA
Amazon AWS IAD - 15465 John Marshall,Amazon AWS,15465 John Marshall Hwy,20169,Haymarket,Virginia,USA
Amazon AWS IAD - 5915 Wellington,Amazon AWS,5915 Wellington Rd,20155,Gainesville,Virginia,USA
Amazon AWS IAD - 15395 John Marshall,Amazon AWS,15395 John Marshall Hwy,20169,Haymarket,Virginia,USA
NTT Gainesville VA13,"NTT DATA, Inc.",John Marshall Highway / Daves Store Lane,20155,Gainesville,Virginia,USA
Village Place Technology Park Campus,The BlackChamber Group,John Marshall Hwy,20155,Gainesville,Virginia,USA
Project Turbo - Building A,"Project Turbo, LLC",2400 O'Kelly Rd,30507,Gainesville,Virginia,USA
Project Turbo - Building C,"Project Turbo, LLC",2400 O'Kelly Rd,30507,Gainesville,Virginia,USA
Project Turbo - Building B,"Project Turbo, LLC",2400 O'Kelly Rd,30507,Gainesville,Virginia,USA
Microsoft - 13490 University Blvd,Microsoft,13490 University Blvd,20136,Gainesville,Virginia,USA
Village Place Technology Park Bldg 2,The BlackChamber Group,John Marshall Hwy,20155,Gainesville,Virginia,USA
Amazon AWS IAD - 15455 John Marshall,Amazon AWS,15455 John Marshall Hwy,20169,Haymarket,Virginia,USA
Microsoft - 13490 University Blvd,Microsoft,5941 Wellington Rd,20155,Gainesville,Virginia,USA
Village Place Technology Park Bldg 4,The BlackChamber Group,John Marshall Hwy,20155,Gainesville,Virginia,USA
Village Place Technology Park Bldg 1,The BlackChamber Group,John Marshall Hwy,20155,Gainesville,Virginia,USA
Village Place Technology Park Bldg 3,The BlackChamber Group,John Marshall Hwy,20155,Gainesville,Virginia,USA
Amazon AWS IAD - 15445 John Marshall,Amazon AWS,15445 John Marshall Hwy,20169,Haymarket,Virginia,USA
10051 Brickyard Wy,Digital Realty,10051 Brickyard Wy,20110,Manassas,Virginia,USA
9905 Godwin Drive (IAD53),Digital Realty,9905 Godwin Dr,20110,Manassas,Virginia,USA
Iron Mountain Data Centers VA-1,Iron Mountain Data Centers,11680 Hayden Road,20109,Manassas,Virginia,USA
EvoSwitch Manassas (WDC1),EvoSwitch,9651 Hornbaker Road,20109,Manassas,Virginia,USA
Iron Mountain Data Centers VA-2,Iron Mountain Data Centers,11660 Hayden Road,20109,Manassas,Virginia,USA
VAZATA NoVA I,VAZATA,9651 Hornbaker Road,20109,Manassas,Virginia,USA
Equinix DC14,Equinix,7400 Infantry Ridge Road,20109,Manassas,Virginia,USA
Iron Mountain Data Centers VA-6,Iron Mountain Data Centers,11891 Sudley Manor Road,20109,Manassas,Virginia,USA
STACK Infrastructure NVA05A,STACK INFRASTRUCTURE,9101 Freedom Center Blvd,20110,Manassas,Virginia,USA
Iron Mountain Data Centers VA-7,Iron Mountain Data Centers,8330 Bethlehem Road,20109,Manassas,Virginia,USA
QTS Manassas DC5,QTS Data Centers,9301 Freedom Center Boulevard,20110,Manassas,Virginia,USA
CloudHQ MCC Campus,CloudHQ,Airman Ave & Harry J Parish Boulevard,20110,Manassas,Virginia,USA
CloudHQ MDC Campus,CloudHQ,10100 Harry J Parrish Boulevard,20110,Manassas,Virginia,USA
Cloud Capital - 9651 Hornbaker,CloudHQ,9651 Hornbaker Road,20109,Manassas,Virginia,USA
CloudHQ MCC5,CloudHQ,10951 Airman Avenue,20110,Manassas,Virginia,USA
QTS Manassas Campus,QTS Data Centers,9400 Godwin Drive,20110,Manassas,Virginia,USA
Amazon AWS IAD - Tanner Campus,Amazon AWS,10301-1321 Tanner Way,20110,Manassas,Virginia,USA
CloudHQ MCC3,CloudHQ,10740 Airman Avenue,20110,Manassas,Virginia,USA
CloudHQ MCC6A,CloudHQ,10900 Airman Avenue,20110,Manassas,Virginia,USA
CloudHQ MCC7,CloudHQ,10131 Harry J Parrish Blvd,20110,Manassas,Virginia,USA
CloudHQ MCC4,CloudHQ,10849 Airman Avenue,20110,Manassas,Virginia,USA
Amazon AWS IAD - Doane Campus,Amazon AWS,Doane Dr / Brewers Spring Rd,20109,Manassas,Virginia,USA
CloudHQ MCC6Z,CloudHQ,10131 Harry J Parrish Blvd,20110,Manassas,Virginia,USA
STACK Infrastructure NVA05B,STACK INFRASTRUCTURE,Freedom Center Blvd,20110,Manassas,Virginia,USA
Microsoft Jacksonville Road Campus,Microsoft,11314 Balls Ford Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - Mason Campus,Amazon AWS,7505-7610 Mason King Ct,20109,Manassas,Virginia,USA
Iron Mountain Data Centers VA-3,Iron Mountain Data Centers,11640 Hayden Road,20109,Manassas,Virginia,USA
CloudHQ MCC2,CloudHQ,10100 Harry J Parish Boulevard,20110,Manassas,Virginia,USA
QTS Manassas DC1,QTS Data Centers,9400 Godwin Drive,20110,Manassas,Virginia,USA
Amazon AWS IAD - 9720 Innovation,Amazon AWS,9720 Innovation Dr,20110,Manassas,Virginia,USA
Amazon AWS IAD - 9680 Innovation,Amazon AWS,9680 Innovation Dr,20110,Manassas,Virginia,USA
Amazon AWS IAD - Bethlehem Campus,Amazon AWS,8148-8210 Bethlehem Rd,20109,Manassas,Virginia,USA
STACK Infrastructure NVA02F,STACK INFRASTRUCTURE,9650 Hornbaker Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 11801 Brewers,Amazon AWS,11801 Brewers Spring Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 10301 Tanner,Amazon AWS,10301 Tanner Way,20110,Manassas,Virginia,USA
Amazon AWS IAD - 7080 Wellington,Amazon AWS,7080 Wellington Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 9740 Innovation,Amazon AWS,9740 Innovation Dr,20110,Manassas,Virginia,USA
Amazon AWS IAD - 11150 Thomasson,Amazon AWS,11150 Thomasson Barn Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 11200 Thomasson,Amazon AWS,11200 Thomasson Barn Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 9040 Freedom,Amazon AWS,9040 Freedom Center Blvd,20109,Manassas,Virginia,USA
OVHcloud VIN1,OVH,6872 Watson Ct,20187,Warrenton,Virginia,USA
Amazon AWS IAD - 7070 Wellington,Amazon AWS,7070 Wellington Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8180 Bethlehem,Amazon AWS,8180 Bethlehem Rd,20109,Manassas,Virginia,USA
Microsoft Hansen Farm,Microsoft,13050 Hansen Farm Rd,20136,Manassas,Virginia,USA
Amazon AWS IAD - 9700 Innovation,Amazon AWS,9700 Innovation Dr,20110,Manassas,Virginia,USA
Amazon AWS IAD - 7505 Mason,Amazon AWS,7505 Mason King Ct,20109,Manassas,Virginia,USA
Amazon AWS IAD - Innovation Campus,Amazon AWS,9680-9740 Innovation Dr,20110,Manassas,Virginia,USA
Amazon AWS IAD - 10321 Tanner,Amazon AWS,10321 Tanner Way,20110,Manassas,Virginia,USA
Amazon AWS IAD - 7600 Doane,Amazon AWS,7600 Doane Dr,20109,Manassas,Virginia,USA
Iron Mountain Data Centers Manassas,Iron Mountain Data Centers,7816-8122 Bethlehem Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 14237 Dumfries,Amazon AWS,14237 Dumfries Rd,20112,Manassas,Virginia,USA
Amazon AWS IAD - 7610 Mason,Amazon AWS,7610 Mason King Ct,20109,Manassas,Virginia,USA
Amazon AWS IAD - 11800 Brewers,Amazon AWS,11800 Brewers Spring Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 7510 Mason,Amazon AWS,7510 Mason King Ct,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8158 Sudley,Amazon AWS,8158 Sudley Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 9020 Freedom,Amazon AWS,9020 Freedom Center Blvd,20109,Manassas,Virginia,USA
Amazon AWS IAD - Freedom Campus,Amazon AWS,9020-9040 Freedom Center Blvd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8210 Bethlehem,Amazon AWS,8210 Bethlehem Rd,20109,Manassas,Virginia,USA
Amazon - Dumfries Rd & Colchester Park,Amazon AWS,Dumfries Rd & Colchester Park Dr,20112,Manassas,Virginia,USA
Microsoft - MNZ02,Microsoft,11314 Balls Ford Rd,20109,Manassas,Virginia,USA
Microsoft - MNZ01,Microsoft,11314 Balls Ford Rd,20109,Manassas,Virginia,USA
QTS Manassas DC2,QTS Data Centers,9420 Godwin Drive,20110,Manassas,Virginia,USA
6895 Wellington Road,The BlackChamber Group,6895 Wellington Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - Thomasson Campus,Amazon AWS,11150-11200 Thomasson Barn Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8200 Bethlehem,Amazon AWS,8200 Bethlehem Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8190 Bethlehem,Amazon AWS,8190 Bethlehem Rd,20109,Manassas,Virginia,USA
Verizon Manassas,Verizon Communications Inc.,7777 Infantry Ridge,20109,Manassas,Virginia,USA
COPT DC-19,COPT Defense Properties,8148 Bethlehem Road,20109,Manassas,Virginia,USA
Amazon AWS IAD - 7060 Wellington,Amazon AWS,7060 Wellington Rd,20109,Manassas,Virginia,USA
STACK Infrastructure NVA02G,STACK INFRASTRUCTURE,9530 Hornbaker Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 7500 Bethlehem,Amazon AWS,7500 Bethlehem Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 14209 Dumfries,Amazon AWS,14209 Dumfries Rd,20112,Manassas,Virginia,USA
PRP - 7816 Bethlehem,PRP Real Estate Investment,7816 Bethlehem Rd,20109,Manassas,Virginia,USA
Iron Mountain Data Centers VA-4,Iron Mountain Data Centers,11600 Hayden Road,20109 ,Manassas,Virginia,USA
Iron Mountain Data Centers VA-5,Iron Mountain Data Centers,11580 Hayden Road,20109,Manassas,Virginia,USA
Amazon AWS IAD - Wellington Campus (Manassas),Amazon AWS,7060-7080 Wellington Rd,20109,Manassas,Virginia,USA
CloudHQ MDC3,CloudHQ,10100 Harry J Parrish Boulevard,20110,Manassas,Virginia,USA
CloudHQ MDC2,CloudHQ,10100 Harry J Parrish Boulevard,20110,Manassas,Virginia,USA
CloudHQ MDC1,CloudHQ,10100 Harry J Parrish Boulevard,20110,Manassas,Virginia,USA
Amazon AWS IAD - Wellington Glen Tech Park,Amazon AWS,11901 Sudley Manor Dr,20109,Manassas,Virginia,USA
STACK Infrastructure NVA05D,STACK INFRASTRUCTURE,8695-8685 Wellington Rd,20109,Manassas,Virginia,USA
Amazon AWS IAD - 11901 Sudley Manor Dr B,Amazon AWS,11901 Sudley Manor Dr,20109,Manassas,Virginia,USA
Amazon AWS IAD - 8401 Vulcan Lane,Amazon AWS,8401 Vulcan Ln,20109,Manassas,Virginia,USA
Amazon AWS IAD - 11901 Sudley Manor Dr A,Amazon AWS,11901 Sudley Manor Dr,20109,Manassas,Virginia,USA
Amazon AWS IAD - 7350 Century Park Dr,Amazon AWS,7350 Century Park Dr,20109,Manassas,Virginia,USA
Amazon AWS IAD - 7151 Century Park Dr,Amazon AWS,7151 Century Park Dr,20109,Manassas,Virginia,USA
STACK Infrastructure NVA05C,STACK INFRASTRUCTURE,"Historic District, 8886 Wellington Rd",20109,Manassas,Virginia,USA
Amazon AWS IAD - 8501 Vulcan Lane,Amazon AWS,8501 Vulcan Ln,20109,Manassas,Virginia,USA
Amazon AWS IAD - 10281 Tanner,Amazon AWS,10281 Tanner Way,20110,Manassas,Virginia,USA
Amazon AWS IAD - 10261 Tanner,Amazon AWS,10261 Tanner Way,20110,Manassas,Virginia,USA
Flexential Richmond Data Center,Flexential,8801 Park Central Drive,23227,Richmond,Virginia,USA
EdgeConneX Richmond - EDCRIC01,EdgeConneX,1450 E Parham Rd,23228,Richmond,Virginia,USA
Iron Mountain Data Centers RCH-1,Iron Mountain Data Centers,6110 Technology Creek Dr,23150,Sandston,Virginia,USA
"QTS Richmond 1 DC1, DC2, DC3",QTS Data Centers,6000 Technology Blvd,23150,Richmond,Virginia,USA
Microsoft Hillcrest Campus,Microsoft,210 Tunstall Road,23970,South Hill,Virginia,USA
Pixel Factory Data Center,Pixel Factory Data Center,9680 Atlee Commons Dr.,23005,Ashland,Virginia,USA
TECfusions Clarksville,TECfusions,250 Burlington Dr,23927,Clarksville,Virginia,USA
Chirisa Digital Drive DC1,Chirisa,1600 Digital Dr,23836,Chester,Virginia,USA
Chirisa Digital Drive DC2,Chirisa,1600 Digital Dr,23836,Chester,Virginia,USA
DC BLOX Richmond,DC BLOX Inc.,5209 Wilkinson Rd,23227,Richmond,Virginia,USA
Richweb Data Center,Richweb,7474 Lee Davis Road,23111,Mechanicsville,Virginia,USA
Chirisa Richmond Technology Park,Chirisa,1401 Meadowville Technology Parkway,23836,Chester,Virginia,USA
Hanover Technology Park,Tract,Hickory Hill Road & Old Ridge Road,23005,Ashland,Virginia,USA
Cogent Data Center - Richmond,"Cogent Communications, Inc.",1001 Oliver Hill Way,23219,Richmond,Virginia,USA
Microsoft Prison Road Campus,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Microsoft Ridge Road Campus,Microsoft,925 Ridge Rd,23917,Boydton,Virginia,USA
Chirisa Richmond Technology Park CTP-02,Chirisa,1401 Meadowville Technology Parkway,23836,Chester,Virginia,USA
Microsoft Boydton Campus,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Menlo Digital MD-DC3 (Richmond),Menlo Digital,2255 Jamestown Dr,23803,Petersburg,Virginia,USA
Carmel Church Data Hub,AVAIO Digital,US-1 & Jericho Rd,22546,Ruther Glen,Virginia,USA
PointOne Richmond Data Center Campus,PointOne,2840 Roxbury Rd,23030,Charles City,Virginia,USA
Hunting Hawk Technology Park,HHHunt Corporation,Ashland Rd,23059,Glen Allen,Virginia,USA
Infotel Systems Data Center,Infotel Systems,6008 Hermitage Road,23228,Henrico,Virginia,USA
Iron Mountain Data Centers RCH-3,Iron Mountain Data Centers,Technology Creek Dr,23150,Sandston,Virginia,USA
Microsoft Ridge Road - Building 1,Microsoft,925 Ridge Rd,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 10,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Ridge Road - Building 4,Microsoft,925 Ridge Rd,23917,Boydton,Virginia,USA
Microsoft Ridge Road - Building 2,Microsoft,925 Ridge Rd,23917,Boydton,Virginia,USA
Microsoft Prison Road - Building 2,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Chirisa Richmond Technology Park CTP-01,Chirisa,1401 Meadowville Technology Parkway,23836,Chester,Virginia,USA
Microsoft Ridge Road - Building 3,Microsoft,925 Ridge Rd,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 2,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Hillcrest (AVC03),Microsoft,210 Tunstall Rd,23970,"South Hill,",Virginia,USA
Microsoft Prison Road - Building 5,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 4,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Amazon AWS - Desper Creek Technology Campus,Amazon AWS,Jefferson Hwy,23093,Louisa,Virginia,USA
Microsoft Prison Road - Building 4,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Amazon AWS - Northeast Creek Technology Campus,Amazon AWS,Jefferson Hwy,23093,Louisa,Virginia,USA
Windstream Innsbrook,Windstream,4551 Cox Road,23060,Richmond,Virginia,USA
Amazon AWS IAD - Mattermeade Campus,Amazon AWS,Orrock Ln,22580,Woodford,Virginia,USA
EdgeCore Louisa County,EdgeCore,within Shannon Hill Regional Business Park,23084,Kents Store,Virginia,USA
Chirisa Richmond Technology Park CTP-06,Chirisa,1401 Meadowville Technology Parkway,23836,Chester,Virginia,USA
Microsoft Boydton - Building 8,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Prison Road - Building 1,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Google Project Loch,Google,"750 Watkins Centre Pkwy,",23114,Midlothian,Virginia,USA
Google Project Skye,Google,4200 Moseley Rd,23120,Moseley,Virginia,USA
Microsoft Boydton - Building 11,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Google Project Peanut,Google,2700 Bermuda Hundred Rd,23836,Chester,Virginia,USA
Iron Mountain Data Centers RCH-4,Iron Mountain Data Centers,Technology Creek Dr,23150,Sandston,Virginia,USA
Microsoft Boydton - Building 5,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 7,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Meta Sandston,Meta,3951 Portugee Rd,23150,Sandston,Virginia,USA
Amazon AWS - Lake Anna Tech Campus,Amazon AWS,Kentucky Springs Rd & Haley Dr,23117,Mineral,Virginia,USA
Microsoft Hillcrest (AVC01),Microsoft,210 Tunstall Rd,23970,"South Hill,",Virginia,USA
Microsoft Boydton - Building 1,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 9,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Microsoft Boydton - Building 3,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Iron Mountain Data Centers RCH-2,Iron Mountain Data Centers,Technology Creek Dr,23150,Sandston,Virginia,USA
Microsoft Hillcrest (AVC02),Microsoft,210 Tunstall Rd,23970,"South Hill,",Virginia,USA
Microsoft Prison Road - Building 3,Microsoft,960 Prison Rd,23917,Boydton,Virginia,USA
Meta Henrico Data Center,Meta,6200 Technology Blvd,23150,Sandston,Virginia,USA
Chirisa Richmond Technology Park CTP-03,Chirisa,1401 Meadowville Technology Parkway,23836,Chester,Virginia,USA
Microsoft Boydton - Building 6,Microsoft,101 Herbert Dr,23917,Boydton,Virginia,USA
Chesterfield Technology Park,Tract,16100 Branders Bridge Rd,23834,Colonial Heights,Virginia,USA
AVAIO Appomattox,AVAIO Digital,"within north of the town of Appomattox, VA",24522,Appomattox,Virginia,USA
CTSI Data Center,"Commonwealth Technical Services, Inc.",7517 Whitepine Rd,23237,Richmond,Virginia,USA
AVAIO Ladysmith Campus,AVAIO Digital,Ladysmith Rd & Bull Church Rd,22580,Ladysmith,Virginia,USA
Chirisa DDC Campus,Chirisa,1600 Digital Dr,23836,Chester,Virginia,USA
Farmville Data Hub,AVAIO Digital,"Heartland Innovation Technology Park, Persimmon Tree Fork Rd",23901,Farmville,Virginia,USA
Menlo Digital MD-DC3 - Building 4,Menlo Digital,2255 Jamestown Dr,23803,Petersburg,Virginia,USA
Menlo Digital MD-DC3 - Building 1,Menlo Digital,2255 Jamestown Dr,23803,Petersburg,Virginia,USA
Menlo Digital MD-DC3 - Building 3,Menlo Digital,2255 Jamestown Dr,23803,Petersburg,Virginia,USA
Menlo Digital MD-DC3 - Building 2,Menlo Digital,2255 Jamestown Dr,23803,Petersburg,Virginia,USA
Lumen Richmond 1,Lumen,8851 Park Central Drive,23227,Richmond,Virginia,USA
Amazon AWS IAD - Massaponax Church Rd,Amazon AWS,Massaponax Church Rd,22408,Carters Store,Virginia,USA
Amazon AWS IAD - Cosner Tech Campus,Amazon AWS,4049 Massaponax Church Rd / 9300 Cosner Dr,22408,Carters Store,Virginia,USA
Lumen Richmond 2,Lumen,8145 Staples Mill Road,23228,Richmond,Virginia,USA
Solutrix Norfolk Square,"Solutrix, LLC",within Near Norfolk Intl. Airport,23502 ,Norfolk,Virginia,USA
Globalinx Virginia Beach,Globalinx,1632 Corporate Landing Pkwy,23454,Virginia Beach,Virginia,USA
EdgeConneX Norfolk - EDCNOR01,EdgeConneX,3800 Village Ave,23502,Norfolk,Virginia,USA
NAP of Virginia Beach,PointOne,1893 Corporate Landing Pkwy,23454,Virginia Beach,Virginia,USA
Telxius Virginia Beach CLS,Telxius,1900 Corporate Landing Pkwy,23454,Virginia Beach,Virginia,USA
Globalinx Portsmouth,Globalinx,700 Port Centre Pkwy,23704,Portsmouth,Virginia,USA
Amazon AWS IAD - 2097 Harpers Rd,Amazon AWS,2097 Harpers Rd,23453,Virginia Beach,Virginia,USA
NetTek Data Center,"NetTek, LLC",2415 Almeda Ave,23513,Norfolk,Virginia,USA
8100 Boone Boulevard,Digital Realty,8100 Boone Boulevard,22182,Vienna,Virginia,USA
Cogent Data Center - Vienna,"Cogent Communications, Inc.",1921 Gallows Rd,22182,Vienna,Virginia,USA
DataBank IAD2 - McLean,DataBank,1764A Old Meadow Ln,22102,McLean,Virginia,USA
Equinix DC7,Equinix,7990 Quantum Drive,22182,Vienna,Virginia,USA
Superb DCA2 - McLean,HopOne Internet,8201 Greensboro Dr,22102,McLean,Virginia,USA
NetEx NDC01,NetEx Inc.,8460 Tyco Road,22182,Vienna,Virginia,USA
ATI  DC-2,ATI Solutions Inc.,1750 Old Meadow Road,22102,Tysons,Virginia,USA
CherryRoad DCA2,CherryRoad Technologies,8201 Greensboro Drive @,22102,McLean,Virginia,USA
Lumen McLean,Lumen,1755-1757 Old Meadow Road,22102,McLean,Virginia,USA
Serverfarm Vienna Cloud,Serverfarm,7980-7990 Quantum Dd,22182,Vienna,Virginia,USA
Serverfarm Vienna DC1,Serverfarm,7980 Quantum Rd,22182,Vienna,Virginia,USA
Equinix CU1,Equinix,18155 Technology Drive,22701,Culpeper,Virginia,USA
CloudHQ CLP Campus,CloudHQ,14521 McDevitt Drive,22701,Culpeper,Virginia,USA
Databank IAD5 - Culpeper,DataBank,14601 Germanna Hwy,22701,Culpeper,Virginia,USA
DataBank IAD6 - Culpeper,DataBank,14601 Germanna Hwy,22701,Culpeper,Virginia,USA
EdgeCore Culpeper Campus,EdgeCore,"Culpeper Technology Zone (CTZ), 15650 Nalles Mill Rd",22701,Culpeper,Virginia,USA
EdgeCore Culpeper CP02,EdgeCore,within Culpeper Technology Zone (CTZ),22701,Culpeper,Virginia,USA
EdgeCore Culpeper CP01,EdgeCore,within Culpeper Technology Zone (CTZ),22701,Culpeper,Virginia,USA
EdgeCore Culpeper CP03,EdgeCore,within Culpeper Technology Zone (CTZ),22701,Culpeper,Virginia,USA
CloudHQ CLP2,CloudHQ,14521 McDevitt Drive,22701,Culpeper,Virginia,USA
CloudHQ CLP3,CloudHQ,14521 McDevitt Drive,22701,Culpeper,Virginia,USA
CloudHQ CLP1,CloudHQ,14521 McDevitt Drive,22701,Culpeper,Virginia,USA
Equinix CU2,Equinix,18155 Technology Drive,22701,Culpeper,Virginia,USA
Equinix CU3,Equinix,18155 Technology Drive,22701,Culpeper,Virginia,USA
SAMX Data Center,SAMX Data LLC,"11825 Remington Rd,",22734,Remington,Virginia,USA
Amazon AWS IAD - 20420 Germanna,Amazon AWS,20420 Germanna Hwy,22741,Stevensburg,Virginia,USA
Culpeper Campus,Equinix,18155 Technology Drive,22701,Culpeper,Virginia,USA
Equinix CU4,Equinix,18155 Technology Drive,22701,Culpeper,Virginia,USA
Vantage VA4 - Fredericksburg,Vantage Data Centers,225 Centreport Pkwy,22406,Fredericksburg,Virginia,USA
CleanArc VA1 Campus,CleanArc Data Centers,18188 Bazaar Ave,22546,Ruther Glen,Virginia,USA
Amazon AWS IAD - Carters Store Tech Campus,Amazon AWS,8432 Flippo Drive,22408,Fredericksburg,Virginia,USA
Amazon AWS IAD - Hunters Ridge Campus,Amazon AWS,4110 Overview Drive,22408,Cosner's Corner,Virginia,USA
Amazon AWS IAD - Birchwood Drive Campus,Amazon AWS,10900 Birchwood Dr,22485,King George,Virginia,USA
STACK Infrastructure Fredericksburg,STACK INFRASTRUCTURE,3050 Gordon W Shelton Blvd,22401,Fredericksburg,Virginia,USA
Dahlgren West Campus,Oasis Digital Properties,James Madison Pkwy,22485,King George,Virginia,USA
Amazon AWS IAD - Orrock Tech Campus,Amazon AWS,Orrock Road,22580,Thornburg,Virginia,USA
PowerHouse 95 Campus,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
Forest Lane Data Center,Unknown Company,Forest Lane Rd & Kings Highway (VA-3),22405,Little Falls,Virginia,USA
Amazon AWS IAD - Potomac Church Tech Center,Amazon AWS,123-125 Old Potomac Church Rd,22554,Stafford,Virginia,USA
Project Sisson Campus,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
PowerHouse 95 - Building 3,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
PowerHouse 95 - Building 2,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
Stafford Technology Campus,STACK INFRASTRUCTURE,"within E. Richmond Hwy, opp Sage Ln & Eskimo",22554,Stafford,Virginia,USA
PowerHouse 95 - Building 1,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
CleanArc VA1-2,CleanArc Data Centers,18188 Bazaar Ave,22546,Ruther Glen,Virginia,USA
Amazon AWS IAD - 123 Old Potomac Church Rd,Amazon AWS,123 Old Potomac Church Rd,22554,Stafford,Virginia,USA
PowerHouse 95 - Building 5,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
CleanArc VA1-3,CleanArc Data Centers,18188 Bazaar Ave,22546,Ruther Glen,Virginia,USA
Amazon AWS IAD - 125 Old Potomac Church Rd,Amazon AWS,125 Old Potomac Church Rd,22554,Stafford,Virginia,USA
PowerHouse 95 - Building 4,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
PowerHouse 95 - Building 6,PowerHouse Data Centers,Overview Dr & Cosner Dr,22408,Fredericksburg,Virginia,USA
CleanArc VA1-1,CleanArc Data Centers,18188 Bazaar Ave,22546,Ruther Glen,Virginia,USA
Project Sisson DC14,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC8,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC7,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC13,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC9,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC1,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
Project Sisson DC12,Peterson Companies,Kings Hwy (VA-3),22405,Fredericksburg,Virginia,USA
